NFat,Data,CliID,Pais,QTD,Valor,Mes,Ano,Status
563565,2021-08-17 14:22:00,17338.0,United Kingdom,420.0,946.74,8,2021,Completo
C540503,2021-01-09 10:59:00,13668.0,United Kingdom,145.0,14.0,1,2021,Completo
542065,2021-01-25 12:03:00,14527.0,United Kingdom,14.0,90.9,1,2021,Completo
576601,2021-11-15 15:10:00,14595.0,United Kingdom,22.0,81.54,11,2021,Completo
C575580,2021-11-10 11:51:00,13599.0,United Kingdom,145.0,9.95,11,2021,Completo
568346,2021-09-26 15:28:00,14096.0,United Kingdom,937.0,3671.44,9,2021,Completo
554526,2021-05-24 17:24:00,,United Kingdom,103.0,174.5,5,2021,Incompleto
566592,2021-09-13 14:53:00,15201.0,United Kingdom,296.0,303.28,9,2021,Completo
C542924,2021-02-02 09:39:00,12559.0,Germany,145.0,25.5,2,2021,Completo
C549962,2021-04-13 13:51:00,16652.0,United Kingdom,145.0,21.9,4,2021,Completo
580680,2021-12-05 14:51:00,13001.0,United Kingdom,305.0,591.01,12,2021,Completo
539013,2020-12-15 13:29:00,,United Kingdom,3.0,38.25,12,2020,Incompleto
557231,2021-06-17 14:09:00,,United Kingdom,379.0,1940.53,6,2021,Incompleto
C538725,2020-12-14 11:16:00,16955.0,United Kingdom,145.0,25.0,12,2020,Completo
553040,2021-05-13 08:58:00,15981.0,United Kingdom,84.0,231.4,5,2021,Completo
542622,2021-01-31 09:09:00,,United Kingdom,315.0,1321.39,1,2021,Incompleto
C541117,2021-01-13 17:09:00,15100.0,United Kingdom,145.0,32.85,1,2021,Completo
548567,2021-04-01 10:34:00,17965.0,United Kingdom,87.0,270.1,4,2021,Completo
547553,2021-03-23 16:00:00,15644.0,United Kingdom,21.0,36.4,3,2021,Completo
556814,2021-06-15 08:34:00,14852.0,United Kingdom,34.0,153.24,6,2021,Completo
C564204,2021-08-24 08:55:00,13576.0,United Kingdom,145.0,3.39,8,2021,Completo
576321,2021-11-14 14:59:00,14953.0,United Kingdom,225.0,289.82,11,2021,Completo
544687,2021-02-22 17:25:00,13184.0,United Kingdom,134.0,212.52,2,2021,Completo
556480,2021-06-12 12:55:00,13617.0,United Kingdom,113.0,131.11,6,2021,Completo
551009,2021-04-26 09:50:00,,United Kingdom,146.0,1065.19,4,2021,Incompleto
574313,2021-11-03 17:45:00,13267.0,United Kingdom,173.0,367.69,11,2021,Completo
546667,2021-03-15 15:31:00,14735.0,United Kingdom,90.0,236.1,3,2021,Completo
541271,2021-01-17 11:12:00,12388.0,Australia,204.0,431.3,1,2021,Completo
538378,2020-12-12 11:26:00,14577.0,United Kingdom,131.0,346.9,12,2020,Completo
552042,2021-05-06 09:00:00,13952.0,United Kingdom,545.0,1208.31,5,2021,Completo
566647,2021-09-14 11:21:00,18001.0,United Kingdom,285.0,252.23,9,2021,Completo
564859,2021-08-31 09:55:00,14057.0,United Kingdom,216.0,386.64,8,2021,Completo
575604,2021-11-10 12:32:00,16011.0,United Kingdom,120.0,256.2,11,2021,Completo
570680,2021-10-11 15:36:00,13969.0,United Kingdom,486.0,899.07,10,2021,Completo
551137,2021-04-26 13:05:00,15581.0,United Kingdom,64.0,172.75,4,2021,Completo
C538357,2020-12-10 16:01:00,13798.0,United Kingdom,145.0,243.36,12,2020,Completo
536988,2020-12-03 15:05:00,17238.0,United Kingdom,100.0,254.39,12,2020,Completo
536992,2020-12-03 15:16:00,15769.0,United Kingdom,36.0,91.8,12,2020,Completo
574672,2021-11-06 12:25:00,13532.0,United Kingdom,129.0,210.31,11,2021,Completo
553846,2021-05-19 12:40:00,15738.0,United Kingdom,155.0,299.45,5,2021,Completo
568137,2021-09-25 10:34:00,12488.0,France,169.0,553.39,9,2021,Completo
559362,2021-07-08 08:43:00,12635.0,Germany,399.0,683.64,7,2021,Completo
570120,2021-10-07 12:49:00,,United Kingdom,6.0,0.0,10,2021,Incompleto
575656,2021-11-10 14:29:00,13319.0,United Kingdom,777.0,1855.99,11,2021,Completo
539758,2020-12-21 16:58:00,,United Kingdom,1.0,4.25,12,2020,Incompleto
547006,2021-03-18 14:22:00,,United Kingdom,3.0,10.15,3,2021,Incompleto
562951,2021-08-11 09:57:00,14462.0,United Kingdom,108.0,252.62,8,2021,Completo
554700,2021-05-26 09:18:00,12613.0,Germany,79.0,139.03,5,2021,Completo
548369,2021-03-30 16:00:00,,United Kingdom,145.0,0.0,3,2021,Incompleto
542552,2021-01-28 14:47:00,,United Kingdom,145.0,0.0,1,2021,Incompleto
577322,2021-11-18 13:45:00,17888.0,United Kingdom,200.0,72.0,11,2021,Completo
581412,2021-12-08 14:38:00,14415.0,United Kingdom,694.0,1095.95,12,2021,Completo
571038,2021-10-13 12:58:00,15511.0,United Kingdom,52.0,192.35,10,2021,Completo
554484,2021-05-24 13:02:00,13854.0,United Kingdom,156.0,302.88,5,2021,Completo
C540394,2021-01-06 18:09:00,17696.0,United Kingdom,145.0,4.95,1,2021,Completo
540405,2021-01-07 09:50:00,14828.0,United Kingdom,968.0,582.0,1,2021,Completo
547883,2021-03-28 08:40:00,14755.0,United Kingdom,184.0,307.76,3,2021,Completo
545067,2021-02-27 14:49:00,17894.0,United Kingdom,64.0,258.4,2,2021,Completo
552840,2021-05-11 14:25:00,12901.0,United Kingdom,116.0,36.24,5,2021,Completo
558964,2021-07-05 10:58:00,14235.0,United Kingdom,363.0,449.81,7,2021,Completo
564308,2021-08-24 12:36:00,13901.0,United Kingdom,383.0,442.89,8,2021,Completo
545854,2021-03-07 13:51:00,14817.0,United Kingdom,374.0,580.79,3,2021,Completo
555726,2021-06-06 16:23:00,12540.0,Spain,173.0,357.99,6,2021,Completo
568331,2021-09-26 14:25:00,16600.0,United Kingdom,202.0,115.74,9,2021,Completo
541288,2021-01-17 13:21:00,14525.0,United Kingdom,135.0,264.65,1,2021,Completo
542858,2021-02-01 11:40:00,17228.0,United Kingdom,175.0,123.43,2,2021,Completo
C577889,2021-11-22 11:42:00,16191.0,United Kingdom,145.0,13.6,11,2021,Completo
552442,2021-05-09 13:03:00,14667.0,United Kingdom,102.0,342.78,5,2021,Completo
568057,2021-09-23 12:56:00,,United Kingdom,360.0,2420.57,9,2021,Incompleto
577720,2021-11-21 12:21:00,16013.0,United Kingdom,530.0,1809.7,11,2021,Completo
552139,2021-05-06 11:55:00,14659.0,United Kingdom,86.0,162.24,5,2021,Completo
C567349,2021-09-19 16:01:00,13375.0,United Kingdom,145.0,5.75,9,2021,Completo
565450,2021-09-04 15:22:00,17722.0,United Kingdom,172.0,323.16,9,2021,Completo
564640,2021-08-26 13:00:00,14837.0,United Kingdom,338.0,388.12,8,2021,Completo
551392,2021-04-28 12:07:00,13229.0,United Kingdom,63.0,160.95,4,2021,Completo
561632,2021-07-28 14:30:00,15639.0,United Kingdom,323.0,425.32,7,2021,Completo
550130,2021-04-14 13:17:00,14390.0,United Kingdom,207.0,503.33,4,2021,Completo
543788,2021-02-11 17:06:00,15061.0,United Kingdom,2.0,2.42,2,2021,Completo
576634,2021-11-16 09:28:00,13297.0,United Kingdom,44.0,94.56,11,2021,Completo
559920,2021-07-13 15:31:00,12415.0,Australia,24.0,61.2,7,2021,Completo
556905,2021-06-15 13:05:00,16904.0,United Kingdom,168.0,336.11,6,2021,Completo
571595,2021-10-18 10:52:00,15971.0,United Kingdom,230.0,701.0,10,2021,Completo
550656,2021-04-20 08:07:00,17652.0,United Kingdom,312.0,409.94,4,2021,Completo
564173,2021-08-23 14:23:00,12567.0,France,406.0,851.06,8,2021,Completo
537462,2020-12-07 10:06:00,17228.0,United Kingdom,89.0,172.65,12,2020,Completo
552044,2021-05-06 09:14:00,17423.0,United Kingdom,314.0,449.42,5,2021,Completo
544612,2021-02-22 10:43:00,18087.0,United Kingdom,3906.0,3202.92,2,2021,Completo
576971,2021-11-17 11:51:00,14032.0,United Kingdom,200.0,312.92,11,2021,Completo
575697,2021-11-10 16:51:00,16094.0,United Kingdom,60.0,77.64,11,2021,Completo
560116,2021-07-15 10:09:00,,United Kingdom,15.0,0.0,7,2021,Incompleto
547367,2021-03-22 13:11:00,15437.0,United Kingdom,79.0,200.16,3,2021,Completo
571900,2021-10-19 14:26:00,13263.0,United Kingdom,1.0,15.0,10,2021,Completo
556056,2021-06-08 13:35:00,17841.0,United Kingdom,261.0,426.05,6,2021,Completo
566981,2021-09-16 10:02:00,15498.0,United Kingdom,152.0,373.9,9,2021,Completo
578934,2021-11-27 12:47:00,14577.0,United Kingdom,73.0,213.07,11,2021,Completo
579530,2021-11-30 09:00:00,14794.0,United Kingdom,154.0,288.36,11,2021,Completo
573245,2021-10-28 12:08:00,17841.0,United Kingdom,233.0,403.25,10,2021,Completo
548506,2021-03-31 14:42:00,18037.0,United Kingdom,2.0,3.9,3,2021,Completo
548379,2021-03-30 16:41:00,,United Kingdom,11.0,0.0,3,2021,Incompleto
C542262,2021-01-26 17:15:00,17591.0,United Kingdom,145.0,10.95,1,2021,Completo
546165,2021-03-10 10:08:00,18183.0,United Kingdom,120.0,312.8,3,2021,Completo
557144,2021-06-17 10:17:00,13113.0,United Kingdom,128.0,600.08,6,2021,Completo
544182,2021-02-16 15:13:00,18257.0,United Kingdom,112.0,328.4,2,2021,Completo
546244,2021-03-10 13:24:00,,United Kingdom,219.0,0.0,3,2021,Incompleto
555282,2021-06-02 09:04:00,12709.0,Germany,653.0,1225.26,6,2021,Completo
551687,2021-05-03 13:22:00,14135.0,United Kingdom,468.0,309.35,5,2021,Completo
545830,2021-03-07 13:10:00,17634.0,United Kingdom,125.0,455.04,3,2021,Completo
573153,2021-10-28 07:39:00,12678.0,France,5205.0,8895.76,10,2021,Completo
553740,2021-05-19 09:31:00,16647.0,United Kingdom,65.0,127.75,5,2021,Completo
C540417,2021-01-07 10:56:00,13680.0,United Kingdom,145.0,1520.11,1,2021,Completo
560527,2021-07-19 11:57:00,15727.0,United Kingdom,372.0,470.95,7,2021,Completo
555645,2021-06-06 13:31:00,18016.0,United Kingdom,87.0,164.01,6,2021,Completo
566972,2021-09-16 09:13:00,16573.0,United Kingdom,249.0,370.98,9,2021,Completo
550921,2021-04-21 14:21:00,14770.0,United Kingdom,310.0,597.82,4,2021,Completo
539081,2020-12-16 09:07:00,,United Kingdom,1.0,2.95,12,2020,Incompleto
563242,2021-08-15 10:28:00,17173.0,United Kingdom,122.0,498.48,8,2021,Completo
570418,2021-10-10 13:31:00,15211.0,United Kingdom,123.0,511.34,10,2021,Completo
550191,2021-04-14 19:59:00,16806.0,United Kingdom,119.0,241.29,4,2021,Completo
578429,2021-11-24 12:12:00,16271.0,United Kingdom,351.0,521.21,11,2021,Completo
C575650,2021-11-10 14:24:00,14194.0,United Kingdom,145.0,3.75,11,2021,Completo
564316,2021-08-24 13:11:00,13985.0,United Kingdom,212.0,391.68,8,2021,Completo
555859,2021-06-07 14:22:00,17987.0,United Kingdom,261.0,198.57,6,2021,Completo
564315,2021-08-24 13:07:00,14730.0,United Kingdom,85.0,137.14,8,2021,Completo
571740,2021-10-19 10:34:00,17973.0,United Kingdom,176.0,337.04,10,2021,Completo
C569117,2021-09-30 12:54:00,17506.0,United Kingdom,145.0,7.91,9,2021,Completo
563092,2021-08-11 17:14:00,13307.0,United Kingdom,4.0,15.0,8,2021,Completo
C566775,2021-09-15 09:51:00,14060.0,United Kingdom,145.0,5.04,9,2021,Completo
547942,2021-03-28 14:57:00,14538.0,United Kingdom,30.0,106.5,3,2021,Completo
552305,2021-05-08 15:16:00,14341.0,United Kingdom,65.0,119.75,5,2021,Completo
536864,2020-12-03 11:27:00,,United Kingdom,66.0,636.68,12,2020,Incompleto
548203,2021-03-29 16:40:00,,United Kingdom,4178.0,14719.15,3,2021,Incompleto
544654,2021-02-22 12:56:00,16913.0,United Kingdom,82.0,113.44,2,2021,Completo
580405,2021-12-04 12:02:00,14720.0,United Kingdom,72.0,262.68,12,2021,Completo
C559739,2021-07-12 11:07:00,16422.0,United Kingdom,145.0,57.6,7,2021,Completo
C564949,2021-08-31 13:31:00,17706.0,United Kingdom,145.0,15.84,8,2021,Completo
576303,2021-11-14 14:51:00,15532.0,United Kingdom,146.0,355.14,11,2021,Completo
537427,2020-12-06 15:37:00,,United Kingdom,145.0,0.0,12,2020,Incompleto
559519,2021-07-08 16:17:00,17353.0,United Kingdom,600.0,870.0,7,2021,Completo
538520,2020-12-12 16:21:00,,United Kingdom,4.0,23.3,12,2020,Incompleto
573335,2021-10-30 11:35:00,15059.0,United Kingdom,63.0,178.91,10,2021,Completo
552640,2021-05-10 13:19:00,17841.0,United Kingdom,126.0,186.91,5,2021,Completo
570720,2021-10-12 10:50:00,17934.0,United Kingdom,410.0,638.45,10,2021,Completo
543167,2021-02-04 08:56:00,17457.0,United Kingdom,150.0,331.26,2,2021,Completo
568553,2021-09-27 15:17:00,15674.0,United Kingdom,649.0,1066.94,9,2021,Completo
562313,2021-08-04 11:38:00,14640.0,United Kingdom,230.0,496.24,8,2021,Completo
542607,2021-01-30 13:48:00,13148.0,United Kingdom,145.0,411.75,1,2021,Completo
565865,2021-09-07 15:07:00,12637.0,France,719.0,1304.7,9,2021,Completo
569008,2021-09-29 18:53:00,15114.0,United Kingdom,466.0,376.02,9,2021,Completo
569001,2021-09-29 17:52:00,12703.0,Germany,164.0,283.55,9,2021,Completo
C575752,2021-11-11 10:40:00,13500.0,United Kingdom,145.0,30.0,11,2021,Completo
537394,2020-12-06 14:00:00,13089.0,United Kingdom,54.0,81.18,12,2020,Completo
567866,2021-09-22 14:13:00,16669.0,United Kingdom,481.0,729.09,9,2021,Completo
553654,2021-05-18 11:08:00,13094.0,United Kingdom,162.0,205.74,5,2021,Completo
559311,2021-07-07 13:35:00,14459.0,United Kingdom,760.0,1837.92,7,2021,Completo
561284,2021-07-26 12:24:00,16818.0,United Kingdom,68.0,87.96,7,2021,Completo
565230,2021-09-02 09:24:00,16705.0,United Kingdom,437.0,1585.92,9,2021,Completo
559504,2021-07-08 15:16:00,15920.0,United Kingdom,21.0,35.33,7,2021,Completo
561917,2021-08-01 11:57:00,16904.0,United Kingdom,89.0,228.94,8,2021,Completo
C562811,2021-08-09 15:30:00,13217.0,United Kingdom,145.0,396.96,8,2021,Completo
C562124,2021-08-02 17:23:00,13081.0,United Kingdom,145.0,39.7,8,2021,Completo
C570835,2021-10-12 13:46:00,12457.0,Switzerland,145.0,14.45,10,2021,Completo
561224,2021-07-26 09:55:00,13629.0,United Kingdom,500.0,895.0,7,2021,Completo
547395,2021-03-22 16:38:00,,United Kingdom,1.0,0.0,3,2021,Incompleto
577856,2021-11-22 11:19:00,12490.0,France,186.0,357.88,11,2021,Completo
557146,2021-06-17 10:44:00,17139.0,United Kingdom,56.0,86.84,6,2021,Completo
562264,2021-08-03 16:14:00,,United Kingdom,371.0,1490.62,8,2021,Incompleto
556288,2021-06-10 09:23:00,13426.0,United Kingdom,297.0,273.66,6,2021,Completo
543411,2021-02-08 11:31:00,12576.0,Poland,199.0,266.85,2,2021,Completo
559111,2021-07-06 11:54:00,17440.0,United Kingdom,84.0,61.8,7,2021,Completo
C567978,2021-09-23 10:40:00,14546.0,United Kingdom,145.0,32.75,9,2021,Completo
543664,2021-02-11 10:57:00,17705.0,United Kingdom,88.0,136.3,2,2021,Completo
552865,2021-05-11 17:16:00,,United Kingdom,48.0,68.02,5,2021,Incompleto
571064,2021-10-13 14:48:00,17181.0,United Kingdom,25.0,84.4,10,2021,Completo
C570573,2021-10-11 11:25:00,14997.0,United Kingdom,145.0,5.22,10,2021,Completo
547415,2021-03-23 10:08:00,17102.0,United Kingdom,2.0,25.5,3,2021,Completo
C554308,2021-05-23 15:00:00,12757.0,Portugal,145.0,557.72,5,2021,Completo
C569959,2021-10-06 18:39:00,13983.0,United Kingdom,145.0,12.97,10,2021,Completo
550202,2021-04-15 10:27:00,13090.0,United Kingdom,166.0,760.1,4,2021,Completo
559023,2021-07-05 13:19:00,18142.0,United Kingdom,984.0,737.04,7,2021,Completo
579163,2021-11-28 13:59:00,15838.0,United Kingdom,432.0,730.08,11,2021,Completo
564531,2021-08-25 15:04:00,12624.0,France,147.0,341.19,8,2021,Completo
556016,2021-06-08 11:54:00,18092.0,United Kingdom,232.0,452.4,6,2021,Completo
573365,2021-10-30 13:13:00,12584.0,Italy,62.0,343.0,10,2021,Completo
C551178,2021-04-26 17:26:00,15805.0,United Kingdom,145.0,23.05,4,2021,Completo
577816,2021-11-22 09:17:00,18139.0,United Kingdom,864.0,1090.92,11,2021,Completo
C549315,2021-04-08 09:51:00,12949.0,United Kingdom,145.0,9.2,4,2021,Completo
563060,2021-08-11 15:24:00,17653.0,United Kingdom,297.0,163.24,8,2021,Completo
580394,2021-12-04 10:53:00,14397.0,United Kingdom,152.0,207.76,12,2021,Completo
576318,2021-11-14 14:57:00,15058.0,United Kingdom,124.0,249.15,11,2021,Completo
541115,2021-01-13 15:34:00,12578.0,Italy,748.0,1608.66,1,2021,Completo
553419,2021-05-17 10:10:00,16639.0,United Kingdom,47.0,162.95,5,2021,Completo
540976,2021-01-12 15:00:00,12652.0,France,505.0,919.98,1,2021,Completo
572612,2021-10-25 11:14:00,16186.0,United Kingdom,98.0,231.4,10,2021,Completo
554063,2021-05-22 10:27:00,13631.0,United Kingdom,48.0,300.0,5,2021,Completo
558240,2021-06-27 15:27:00,,United Kingdom,293.0,1046.79,6,2021,Incompleto
C542635,2021-01-31 10:43:00,14688.0,United Kingdom,145.0,1.39,1,2021,Completo
571406,2021-10-17 12:12:00,13871.0,United Kingdom,202.0,357.68,10,2021,Completo
546084,2021-03-09 11:28:00,14112.0,United Kingdom,384.0,617.1,3,2021,Completo
549023,2021-04-05 16:27:00,,United Kingdom,311.0,1138.84,4,2021,Incompleto
555602,2021-06-06 11:26:00,16235.0,United Kingdom,145.0,320.83,6,2021,Completo
556034,2021-06-08 12:36:00,16672.0,United Kingdom,96.0,313.2,6,2021,Completo
580911,2021-12-06 13:30:00,14503.0,United Kingdom,227.0,337.75,12,2021,Completo
581195,2021-12-07 17:22:00,12935.0,United Kingdom,6.0,12.48,12,2021,Completo
576355,2021-11-14 16:28:00,13089.0,United Kingdom,596.0,1364.74,11,2021,Completo
572239,2021-10-21 15:15:00,,United Kingdom,1.0,0.0,10,2021,Incompleto
C558029,2021-06-24 11:47:00,12826.0,United Kingdom,145.0,6.6,6,2021,Completo
580720,2021-12-05 16:55:00,14629.0,United Kingdom,165.0,354.18,12,2021,Completo
C555864,2021-06-07 14:29:00,15189.0,United Kingdom,145.0,24.45,6,2021,Completo
566932,2021-09-15 15:29:00,17576.0,United Kingdom,119.0,244.7,9,2021,Completo
574657,2021-11-06 11:43:00,13772.0,United Kingdom,237.0,445.91,11,2021,Completo
C581128,2021-12-07 12:46:00,12785.0,Portugal,145.0,6.24,12,2021,Completo
560586,2021-07-19 15:48:00,13631.0,United Kingdom,96.0,667.2,7,2021,Completo
C568575,2021-09-28 09:22:00,13134.0,United Kingdom,145.0,17.0,9,2021,Completo
549967,2021-04-13 14:21:00,17873.0,United Kingdom,315.0,490.05,4,2021,Completo
559302,2021-07-07 12:47:00,14527.0,United Kingdom,28.0,117.8,7,2021,Completo
547402,2021-03-22 17:04:00,,United Kingdom,12.0,0.0,3,2021,Incompleto
545521,2021-03-03 12:30:00,17995.0,United Kingdom,133.0,76.1,3,2021,Completo
571735,2021-10-19 10:03:00,14229.0,United Kingdom,230.0,659.1,10,2021,Completo
570449,2021-10-10 14:57:00,16133.0,United Kingdom,198.0,291.4,10,2021,Completo
564562,2021-08-26 09:58:00,15203.0,United Kingdom,240.0,333.44,8,2021,Completo
553209,2021-05-16 09:23:00,13777.0,United Kingdom,150.0,266.7,5,2021,Completo
553157,2021-05-13 15:09:00,,United Kingdom,1.0,8.25,5,2021,Incompleto
568212,2021-09-25 16:05:00,15154.0,United Kingdom,104.0,296.42,9,2021,Completo
539298,2020-12-16 17:29:00,14180.0,United Kingdom,29.0,136.25,12,2020,Completo
562374,2021-08-04 14:40:00,14911.0,EIRE,2270.0,4345.1,8,2021,Completo
C576108,2021-11-14 10:32:00,15113.0,United Kingdom,145.0,169.92,11,2021,Completo
C562651,2021-08-08 13:25:00,16951.0,United Kingdom,145.0,15.0,8,2021,Completo
578153,2021-11-23 11:22:00,12748.0,United Kingdom,191.0,193.29,11,2021,Completo
573174,2021-10-28 10:25:00,,United Kingdom,10.0,9.02,10,2021,Incompleto
C564183,2021-08-23 15:04:00,,United Kingdom,145.0,73.24,8,2021,Incompleto
C575872,2021-11-11 12:52:00,13408.0,United Kingdom,145.0,97.14,11,2021,Completo
543565,2021-02-10 10:40:00,14431.0,United Kingdom,130.0,470.36,2,2021,Completo
577357,2021-11-18 15:54:00,13098.0,United Kingdom,356.0,867.64,11,2021,Completo
581181,2021-12-07 15:55:00,14189.0,United Kingdom,322.0,301.56,12,2021,Completo
562518,2021-08-05 12:30:00,16818.0,United Kingdom,153.0,272.56,8,2021,Completo
C576788,2021-11-16 13:56:00,15344.0,United Kingdom,145.0,29.9,11,2021,Completo
565734,2021-09-06 12:15:00,17191.0,United Kingdom,221.0,387.26,9,2021,Completo
547690,2021-03-24 14:56:00,16063.0,United Kingdom,166.0,186.12,3,2021,Completo
565673,2021-09-06 09:45:00,14441.0,United Kingdom,104.0,340.56,9,2021,Completo
540653,2021-01-10 15:07:00,17406.0,United Kingdom,2.0,250.0,1,2021,Completo
565297,2021-09-02 12:06:00,,United Kingdom,145.0,0.0,9,2021,Incompleto
564719,2021-08-28 11:55:00,15325.0,United Kingdom,232.0,162.29,8,2021,Completo
574478,2021-11-04 12:27:00,17203.0,United Kingdom,258.0,319.68,11,2021,Completo
575899,2021-11-11 15:13:00,16133.0,United Kingdom,191.0,359.9,11,2021,Completo
566044,2021-09-08 13:55:00,13769.0,United Kingdom,12.0,25.2,9,2021,Completo
578265,2021-11-23 13:28:00,13018.0,United Kingdom,169.0,406.53,11,2021,Completo
558074,2021-06-24 16:38:00,13791.0,United Kingdom,700.0,937.0,6,2021,Completo
574329,2021-11-04 09:07:00,12362.0,Belgium,210.0,477.94,11,2021,Completo
547762,2021-03-25 11:31:00,13695.0,United Kingdom,46.0,83.14,3,2021,Completo
C546680,2021-03-15 16:51:00,13121.0,United Kingdom,145.0,29.0,3,2021,Completo
C577360,2021-11-18 16:12:00,13012.0,United Kingdom,145.0,15.0,11,2021,Completo
C579908,2021-12-01 08:49:00,14527.0,United Kingdom,145.0,28.68,12,2021,Completo
541585,2021-01-19 14:22:00,14180.0,United Kingdom,38.0,275.5,1,2021,Completo
C541589,2021-01-19 14:44:00,15831.0,United Kingdom,145.0,54.0,1,2021,Completo
578255,2021-11-23 12:58:00,14675.0,United Kingdom,341.0,604.75,11,2021,Completo
C569952,2021-10-06 18:30:00,16160.0,United Kingdom,145.0,4.16,10,2021,Completo
C548941,2021-04-05 10:32:00,15061.0,United Kingdom,145.0,60.0,4,2021,Completo
539739,2020-12-21 15:19:00,,United Kingdom,125.0,1077.8,12,2020,Incompleto
565990,2021-09-08 11:44:00,13577.0,United Kingdom,260.0,371.7,9,2021,Completo
559694,2021-07-11 16:40:00,,United Kingdom,4.0,9.1,7,2021,Incompleto
548484,2021-03-31 12:43:00,13571.0,United Kingdom,77.0,145.27,3,2021,Completo
572307,2021-10-23 15:23:00,16905.0,United Kingdom,529.0,1205.81,10,2021,Completo
574298,2021-11-03 15:56:00,,United Kingdom,876.0,2880.25,11,2021,Incompleto
548698,2021-04-03 10:55:00,18109.0,United Kingdom,86.0,259.6,4,2021,Completo
577947,2021-11-22 12:08:00,,United Kingdom,13.0,0.0,11,2021,Incompleto
547345,2021-03-22 11:55:00,,United Kingdom,145.0,0.0,3,2021,Incompleto
578231,2021-11-23 12:05:00,14527.0,United Kingdom,66.0,286.8,11,2021,Completo
572716,2021-10-25 14:46:00,,United Kingdom,2.0,0.0,10,2021,Incompleto
562517,2021-08-05 12:27:00,15719.0,United Kingdom,208.0,347.13,8,2021,Completo
553470,2021-05-17 11:27:00,18102.0,United Kingdom,1325.0,5410.06,5,2021,Completo
579881,2021-11-30 17:22:00,12429.0,Denmark,512.0,905.52,11,2021,Completo
536554,2020-12-01 14:35:00,,United Kingdom,23.0,0.0,12,2020,Incompleto
554552,2021-05-25 09:58:00,13694.0,United Kingdom,1196.0,2044.84,5,2021,Completo
547940,2021-03-28 14:43:00,16814.0,United Kingdom,187.0,460.23,3,2021,Completo
566435,2021-09-12 15:04:00,13854.0,United Kingdom,68.0,302.2,9,2021,Completo
576390,2021-11-15 10:13:00,12569.0,Germany,56.0,130.85,11,2021,Completo
571433,2021-10-17 13:19:00,13015.0,United Kingdom,912.0,1583.24,10,2021,Completo
567291,2021-09-19 11:55:00,12527.0,Germany,13.0,63.79,9,2021,Completo
C576816,2021-11-16 14:24:00,12569.0,Germany,145.0,18.0,11,2021,Completo
557225,2021-06-17 13:37:00,15311.0,United Kingdom,229.0,411.48,6,2021,Completo
C548695,2021-04-03 10:08:00,17243.0,United Kingdom,145.0,25.85,4,2021,Completo
558900,2021-07-04 16:06:00,15349.0,United Kingdom,77.0,107.7,7,2021,Completo
C548471,2021-03-31 12:38:00,14267.0,United Kingdom,145.0,9.95,3,2021,Completo
548258,2021-03-30 11:04:00,14146.0,United Kingdom,260.0,662.3,3,2021,Completo
557281,2021-06-19 12:23:00,13632.0,United Kingdom,77.0,201.57,6,2021,Completo
C549822,2021-04-12 12:35:00,12854.0,United Kingdom,145.0,18.65,4,2021,Completo
537791,2020-12-08 12:51:00,16233.0,United Kingdom,12.0,147.4,12,2020,Completo
566980,2021-09-16 09:56:00,15498.0,United Kingdom,176.0,683.28,9,2021,Completo
C549987,2021-04-13 16:06:00,14367.0,United Kingdom,145.0,21.8,4,2021,Completo
551443,2021-04-28 15:51:00,,United Kingdom,145.0,0.0,4,2021,Incompleto
557644,2021-06-21 17:06:00,,United Kingdom,340.0,1216.03,6,2021,Incompleto
537855,2020-12-08 15:59:00,15996.0,United Kingdom,95.0,263.25,12,2020,Completo
549828,2021-04-12 12:56:00,15044.0,United Kingdom,12.0,25.08,4,2021,Completo
561065,2021-07-24 14:18:00,14180.0,United Kingdom,15.0,101.05,7,2021,Completo
546502,2021-03-14 11:46:00,16005.0,United Kingdom,82.0,177.59,3,2021,Completo
560368,2021-07-18 12:25:00,17841.0,United Kingdom,384.0,728.06,7,2021,Completo
575335,2021-11-09 13:56:00,12931.0,United Kingdom,3684.0,4961.2,11,2021,Completo
C579791,2021-11-30 15:43:00,15969.0,United Kingdom,145.0,83.2,11,2021,Completo
C574472,2021-11-04 12:01:00,17690.0,United Kingdom,145.0,9.5,11,2021,Completo
545664,2021-03-04 15:15:00,12584.0,Italy,84.0,463.63,3,2021,Completo
544147,2021-02-16 11:59:00,16306.0,United Kingdom,12.0,10.82,2,2021,Completo
564305,2021-08-24 12:20:00,14875.0,United Kingdom,458.0,1103.32,8,2021,Completo
556687,2021-06-14 10:36:00,,United Kingdom,145.0,0.0,6,2021,Incompleto
551181,2021-04-27 08:17:00,13089.0,United Kingdom,186.0,600.9,4,2021,Completo
541292,2021-01-17 13:30:00,15596.0,United Kingdom,133.0,375.15,1,2021,Completo
577336,2021-11-18 14:50:00,14793.0,United Kingdom,91.0,228.99,11,2021,Completo
580053,2021-12-01 13:03:00,12912.0,United Kingdom,232.0,616.32,12,2021,Completo
536941,2020-12-03 12:08:00,,United Kingdom,20.0,0.0,12,2020,Incompleto
543527,2021-02-09 12:08:00,15970.0,United Kingdom,116.0,314.1,2,2021,Completo
565243,2021-09-02 10:20:00,16735.0,United Kingdom,621.0,770.93,9,2021,Completo
564654,2021-08-26 14:29:00,14911.0,EIRE,277.0,640.14,8,2021,Completo
536890,2020-12-03 11:48:00,14156.0,EIRE,1548.0,322.2,12,2020,Completo
